[19, 48, 13, 29, 130145.77451223352, 137.8125, 2471765661.417352, 5978.571516655727, 610, 0.0072562358276643995, 137320314.52318624, 17935714.54996718, 210, 400, 16, 21, 67]
[5, 19, 1, 5, 42584.16626765243, 130.0, 719672409.9233259, 1845.3138715982716, 361, 0.007692307692307693, 39981800.551295884, 5535941.614794815, 156, 205, 12, 20, 24]
[29, 65, 10, 35, 132318.37485430992, 135.42857142857142, 2426837811.3279133, 5973.229493423134, 595, 0.007383966244725738, 134824322.85155073, 17919688.480269402, 237, 358, 21, 24, 94]
[2, 38, 3, 30, 372457.958901692, 10.666666666666666, 42377438.8794814, 1324.2949649837938, 334, 0.09375, 2354302.1599711888, 3972884.8949513813, 4, 330, 3, 16, 40]
[3, 67, 8, 50, 188764.79672064658, 195.23076923076925, 7194780279.570585, 12284.23215582054, 844, 0.00512214342001576, 399710015.5316992, 36852696.46746162, 188, 656, 13, 27, 70]
[4, 9, 0, 2, 5286.856961330976, 10.90909090909091, 629179.6714311246, 19.224934404839917, 47, 0.09166666666666666, 34954.42619061803, 57674.80321451975, 16, 31, 11, 15, 13]
[11, 39, 12, 6, 15748.979557942126, 24.0, 9071412.225374665, 125.99183646353701, 109, 0.041666666666666664, 503967.34585414804, 377975.509390611, 30, 79, 10, 16, 50]
[0, 13, 0, 7, 46604.815881507915, 122.24999999999999, 696511886.1501282, 1899.1462471714474, 369, 0.0081799591002045, 38695104.78611824, 5697438.741514342, 163, 206, 12, 18, 13]
[4, 10, 0, 4, 49002.500831402605, 113.57142857142857, 632057256.8972905, 1855.09467433167, 359, 0.00880503144654088, 35114292.04984947, 5565284.02299501, 159, 200, 14, 20, 14]
[4, 19, 2, 5, 47293.317136730446, 123.84615384615384, 725378741.7166804, 1952.3651433368211, 369, 0.008074534161490683, 40298818.98426002, 5857095.430010463, 161, 208, 13, 20, 23]
[1, 12, 0, 7, 7060.709436884317, 24.437499999999996, 4216594.997735591, 57.515362287953494, 77, 0.04092071611253197, 234255.27765197726, 172546.0868638605, 23, 54, 8, 17, 13]
[1, 8, 1, 1, 2562.3093767975774, 9.75, 243579.53513181972, 8.327505474592128, 34, 0.10256410256410256, 13532.196396212206, 24982.516423776382, 9, 25, 6, 13, 9]
[8, 39, 1, 47, 156955.91674656468, 109.08333333333333, 1867645702.6584747, 5707.0915283681425, 593, 0.009167303284950344, 103758094.59213749, 17121274.58510443, 187, 406, 18, 21, 47]
[0, 11, 0, 4, 3563.5280214269974, 9.75, 338757.88253690396, 11.581466069637742, 39, 0.10256410256410256, 18819.88236316133, 34744.398208913226, 13, 26, 8, 12, 11]
[14, 37, 5, 9, 68895.95673880292, 147.875, 1506548962.5067277, 3395.9965342501605, 462, 0.006762468300929839, 83697164.5837071, 10187989.602750482, 182, 280, 16, 26, 51]
[6, 19, 0, 5, 34343.56048282326, 157.0, 846534422.3411105, 1797.312998601084, 365, 0.006369426751592357, 47029690.13006169, 5391938.995803252, 157, 208, 9, 18, 25]
[5, 14, 0, 4, 39311.03651402242, 139.5, 765002598.3220048, 1827.9631979020423, 366, 0.007168458781362007, 42500144.351222485, 5483889.593706127, 155, 211, 10, 18, 19]
[7, 25, 8, 15, 77721.1139727118, 103.23333333333333, 828283324.4976597, 2674.469888594316, 425, 0.009686793671294802, 46015740.24986998, 8023409.665782948, 163, 262, 15, 19, 32]
